temp,month,station_id
452R,Feb,USC00267450
533R,Mar,USC00267450
608R,Apr,USC00267450
704R,May,USC00267450
803R,Jun,USC00267450
877R,Jul,USC00267450
847R,Aug,USC00267450
768R,Sep,USC00267450
652R,Oct,USC00267450
510R,Nov,USC00267450
414R,Dec,USC00267450
470S,Jan,USC00267463
538S,Feb,USC00267463
622S,Mar,USC00267463
693S,Apr,USC00267463
796S,May,USC00267463
901S,Jun,USC00267463
976S,Jul,USC00267463
953S,Aug,USC00267463
861S,Sep,USC00267463
725S,Oct,USC00267463
569S,Nov,USC00267463
458S,Dec,USC00267463
441S,Jan,USC00267612
497C,Feb,USC00267612
574C,Mar,USC00267612
636C,Apr,USC00267612
728C,May,USC00267612
826S,Jun,USC00267612
914S,Jul,USC00267612
899S,Aug,USC00267612
806S,Sep,USC00267612
681S,Oct,USC00267612
540S,Nov,USC00267612
443C,Dec,USC00267612
437R,Jan,USC00267618
490R,Feb,USC00267618
578R,Mar,USC00267618
649R,Apr,USC00267618
743R,May,USC00267618
841R,Jun,USC00267618
940R,Jul,USC00267618
926R,Aug,USC00267618
840R,Sep,USC00267618
702R,Oct,USC00267618
537R,Nov,USC00267618
438R,Dec,USC00267618
416S,Jan,USC00267620
471S,Feb,USC00267620
549S,Mar,USC00267620
621S,Apr,USC00267620
720S,May,USC00267620
823S,Jun,USC00267620
899S,Jul,USC00267620
877S,Aug,USC00267620
797S,Sep,USC00267620
671S,Oct,USC00267620
523S,Nov,USC00267620
414S,Dec,USC00267620
414R,Jan,USC00267640
429R,Feb,USC00267640
501R,Mar,USC00267640
572R,Apr,USC00267640
660R,May,USC00267640
752R,Jun,USC00267640
827R,Jul,USC00267640
809R,Aug,USC00267640
733R,Sep,USC00267640
627R,Oct,USC00267640
496R,Nov,USC00267640
418R,Dec,USC00267640
374R,Jan,USC00267690
416R,Feb,USC00267690
515R,Mar,USC00267690
589R,Apr,USC00267690
702R,May,USC00267690
802R,Jun,USC00267690
906R,Jul,USC00267690
895R,Aug,USC00267690
790R,Sep,USC00267690
656R,Oct,USC00267690
497R,Nov,USC00267690
392R,Dec,USC00267690
468R,Jan,USC00267697
525R,Feb,USC00267697
593R,Mar,USC00267697
650R,Apr,USC00267697
740R,May,USC00267697
835R,Jun,USC00267697
914R,Jul,USC00267697
897R,Aug,USC00267697
828R,Sep,USC00267697
713R,Oct,USC00267697
560R,Nov,USC00267697
469R,Dec,USC00267697
431S,Jan,USC00267750
463R,Feb,USC00267750
537S,Mar,USC00267750
613S,Apr,USC00267750
707S,May,USC00267750
819R,Jun,USC00267750
887S,Jul,USC00267750
858S,Aug,USC00267750
786S,Sep,USC00267750
660C,Oct,USC00267750
529S,Nov,USC00267750
436S,Dec,USC00267750
422R,Jan,USC00267806
432R,Feb,USC00267806
486R,Mar,USC00267806
533R,Apr,USC00267806
628R,May,USC00267806
721R,Jun,USC00267806
792R,Jul,USC00267806
783R,Aug,USC00267806
714R,Sep,USC00267806
607R,Oct,USC00267806
500R,Nov,USC00267806
420R,Dec,USC00267806
435R,Jan,USC00267820
479R,Feb,USC00267820
548R,Mar,USC00267820
608R,Apr,USC00267820
703R,May,USC00267820
797R,Jun,USC00267820
882R,Jul,USC00267820
868R,Aug,USC00267820
789R,Sep,USC00267820
662R,Oct,USC00267820
527R,Nov,USC00267820
440R,Dec,USC00267820
439S,Jan,USC00267908
479S,Feb,USC00267908
558S,Mar,USC00267908
634S,Apr,USC00267908
729S,May,USC00267908
833S,Jun,USC00267908
904S,Jul,USC00267908
880S,Aug,USC00267908
796R,Sep,USC00267908
673R,Oct,USC00267908
536R,Nov,USC00267908
435R,Dec,USC00267908
426S,Jan,USC00267953
466S,Feb,USC00267953
538S,Mar,USC00267953
603S,Apr,USC00267953
694S,May,USC00267953
792S,Jun,USC00267953
877R,Jul,USC00267953
861S,Aug,USC00267953
769S,Sep,USC00267953
645S,Oct,USC00267953
519S,Nov,USC00267953
436S,Dec,USC00267953
458Q,Jan,USC00268186
508Q,Feb,USC00268186
571Q,Mar,USC00268186
628Q,Apr,USC00268186
726Q,May,USC00268186
822Q,Jun,USC00268186
911Q,Jul,USC00268186
892Q,Aug,USC00268186
809Q,Sep,USC00268186
689Q,Oct,USC00268186
550Q,Nov,USC00268186
460Q,Dec,USC00268186
450R,Jan,USC00268202
489R,Feb,USC00268202
553R,Mar,USC00268202
616R,Apr,USC00268202
700R,May,USC00268202
802R,Jun,USC00268202
889R,Jul,USC00268202
881R,Aug,USC00268202
790R,Sep,USC00268202
663R,Oct,USC00268202
538R,Nov,USC00268202
444R,Dec,USC00268202
367R,Jan,USC00268346
389R,Feb,USC00268346
459R,Mar,USC00268346
536R,Apr,USC00268346
627R,May,USC00268346
733R,Jun,USC00268346
842R,Jul,USC00268346
835R,Aug,USC00268346
737R,Sep,USC00268346
612R,Oct,USC00268346
452R,Nov,USC00268346
369R,Dec,USC00268346
407R,Jan,USC00268443
482R,Feb,USC00268443
582R,Mar,USC00268443
657R,Apr,USC00268443
756R,May,USC00268443
850R,Jun,USC00268443
924R,Jul,USC00268443
899R,Aug,USC00268443
810R,Sep,USC00268443
683R,Oct,USC00268443
531R,Nov,USC00268443
421R,Dec,USC00268443
580C,Jan,USC00268588
624S,Feb,USC00268588
705C,Mar,USC00268588
793S,Apr,USC00268588
899S,May,USC00268588
1000C,Jun,USC00268588
1054S,Jul,USC00268588
1033C,Aug,USC00268588
958C,Sep,USC00268588
819S,Oct,USC00268588
672C,Nov,USC00268588
570S,Dec,USC00268588
416S,Jan,USC00268761
436S,Feb,USC00268761
501S,Mar,USC00268761
557C,Apr,USC00268761
650S,May,USC00268761
746S,Jun,USC00268761
839C,Jul,USC00268761
826C,Aug,USC00268761
739C,Sep,USC00268761
618S,Oct,USC00268761
487C,Nov,USC00268761
410S,Dec,USC00268761
470C,Jan,USC00268822
531C,Feb,USC00268822
611C,Mar,USC00268822
674S,Apr,USC00268822
761S,May,USC00268822
860C,Jun,USC00268822
945S,Jul,USC00268822
930S,Aug,USC00268822
839C,Sep,USC00268822
712C,Oct,USC00268822
571S,Nov,USC00268822
471C,Dec,USC00268822
450R,Jan,USC00268838
514S,Feb,USC00268838
594S,Mar,USC00268838
658S,Apr,USC00268838
745R,May,USC00268838
839S,Jun,USC00268838
933R,Jul,USC00268838
912R,Aug,USC00268838
825R,Sep,USC00268838
697R,Oct,USC00268838
553R,Nov,USC00268838
453R,Dec,USC00268838
354R,Jan,USC00268988
391R,Feb,USC00268988
490R,Mar,USC00268988
568R,Apr,USC00268988
665R,May,USC00268988
771R,Jun,USC00268988
867R,Jul,USC00268988
851R,Aug,USC00268988
749R,Sep,USC00268988
614R,Oct,USC00268988
459R,Nov,USC00268988
358R,Dec,USC00268988
309S,Jan,USC00269072
345S,Feb,USC00269072
426R,Mar,USC00269072
508S,Apr,USC00269072
608S,May,USC00269072
711S,Jun,USC00269072
825S,Jul,USC00269072
816R,Aug,USC00269072
716R,Sep,USC00269072
580R,Oct,USC00269072
427S,Nov,USC00269072
319S,Dec,USC00269072
410R,Jan,USC00269168
469R,Feb,USC00269168
552R,Mar,USC00269168
624R,Apr,USC00269168
714R,May,USC00269168
815R,Jun,USC00269168
917R,Jul,USC00269168
903R,Aug,USC00269168
801R,Sep,USC00269168
672R,Oct,USC00269168
516R,Nov,USC00269168
412R,Dec,USC00269168
458S,Jan,USC00269229
522S,Feb,USC00269229
603S,Mar,USC00269229
667S,Apr,USC00269229
759S,May,USC00269229
854S,Jun,USC00269229
934S,Jul,USC00269229
920S,Aug,USC00269229
833S,Sep,USC00269229
705S,Oct,USC00269229
558S,Nov,USC00269229
456S,Dec,USC00269229
262S,Jan,USC00270681
297S,Feb,USC00270681
384S,Mar,USC00270681
523S,Apr,USC00270681
645S,May,USC00270681
728S,Jun,USC00270681
771S,Jul,USC00270681
756S,Aug,USC00270681
678S,Sep,USC00270681
555S,Oct,USC00270681
431S,Nov,USC00270681
315S,Dec,USC00270681
263C,Jan,USC00270690
303C,Feb,USC00270690
387C,Mar,USC00270690
526C,Apr,USC00270690
655C,May,USC00270690
741C,Jun,USC00270690
784C,Jul,USC00270690
770C,Aug,USC00270690
691C,Sep,USC00270690
565C,Oct,USC00270690
438C,Nov,USC00270690
317C,Dec,USC00270690
268R,Jan,USC00270706
304R,Feb,USC00270706
399R,Mar,USC00270706
535R,Apr,USC00270706
669R,May,USC00270706
750R,Jun,USC00270706
797R,Jul,USC00270706
775R,Aug,USC00270706
703R,Sep,USC00270706
571R,Oct,USC00270706
441R,Nov,USC00270706
319R,Dec,USC00270706
239S,Jan,USC00271647
274S,Feb,USC00271647
368S,Mar,USC00271647
509S,Apr,USC00271647
640S,May,USC00271647
724S,Jun,USC00271647
768S,Jul,USC00271647
750S,Aug,USC00271647
672S,Sep,USC00271647
545S,Oct,USC00271647
414S,Nov,USC00271647
291S,Dec,USC00271647
299R,Jan,USC00271950
338R,Feb,USC00271950
426R,Mar,USC00271950
560R,Apr,USC00271950
677R,May,USC00271950
743R,Jun,USC00271950
779R,Jul,USC00271950
766R,Aug,USC00271950
684R,Sep,USC00271950
575R,Oct,USC00271950
458R,Nov,USC00271950
337R,Dec,USC00271950
193Q,Jan,USC00271968
228Q,Feb,USC00271968
320Q,Mar,USC00271968
427Q,Apr,USC00271968
584Q,May,USC00271968
665Q,Jun,USC00271968
705Q,Jul,USC00271968
686Q,Aug,USC00271968
617Q,Sep,USC00271968
490Q,Oct,USC00271968
369Q,Nov,USC00271968
253Q,Dec,USC00271968
334C,Jan,USC00272174
375S,Feb,USC00272174
457S,Mar,USC00272174
585S,Apr,USC00272174
692S,May,USC00272174
781S,Jun,USC00272174
830S,Jul,USC00272174
814C,Aug,USC00272174
734C,Sep,USC00272174
615C,Oct,USC00272174
495C,Nov,USC00272174
382C,Dec,USC00272174
332Q,Jan,USC00272302
366Q,Feb,USC00272302
449Q,Mar,USC00272302
570Q,Apr,USC00272302
684Q,May,USC00272302
774Q,Jun,USC00272302
823Q,Jul,USC00272302
811Q,Aug,USC00272302
730Q,Sep,USC00272302
614Q,Oct,USC00272302
504Q,Nov,USC00272302
383Q,Dec,USC00272302
318S,Jan,USC00272800
352S,Feb,USC00272800
441S,Mar,USC00272800
564S,Apr,USC00272800
679S,May,USC00272800
767S,Jun,USC00272800
818S,Jul,USC00272800
801S,Aug,USC00272800
724S,Sep,USC00272800
602S,Oct,USC00272800
486S,Nov,USC00272800
369S,Dec,USC00272800
213C,Jan,USC00272999
254C,Feb,USC00272999
346C,Mar,USC00272999
477C,Apr,USC00272999
611C,May,USC00272999
701C,Jun,USC00272999
745C,Jul,USC00272999
731C,Aug,USC00272999
653C,Sep,USC00272999
521S,Oct,USC00272999
393S,Nov,USC00272999
273C,Dec,USC00272999
304Q,Jan,USC00273055
350Q,Feb,USC00273055
412Q,Mar,USC00273055
566Q,Apr,USC00273055
668Q,May,USC00273055
763Q,Jun,USC00273055
791Q,Jul,USC00273055
779Q,Aug,USC00273055
702Q,Sep,USC00273055
590Q,Oct,USC00273055
477Q,Nov,USC00273055
359Q,Dec,USC00273055
303R,Jan,USC00273182
351R,Feb,USC00273182
433R,Mar,USC00273182
560R,Apr,USC00273182
685R,May,USC00273182
770R,Jun,USC00273182
819R,Jul,USC00273182
808R,Aug,USC00273182
716R,Sep,USC00273182
597R,Oct,USC00273182
472R,Nov,USC00273182
352R,Dec,USC00273182
278R,Jan,USC00273530
316R,Feb,USC00273530
402R,Mar,USC00273530
541R,Apr,USC00273530
665R,May,USC00273530
749R,Jun,USC00273530
790R,Jul,USC00273530
773R,Aug,USC00273530
699R,Sep,USC00273530
571R,Oct,USC00273530
454R,Nov,USC00273530
331R,Dec,USC00273530
339C,Jan,USC00273626
376C,Feb,USC00273626
454C,Mar,USC00273626
570C,Apr,USC00273626
676C,May,USC00273626
769C,Jun,USC00273626
820C,Jul,USC00273626
806C,Aug,USC00273626
728C,Sep,USC00273626
613C,Oct,USC00273626
501C,Nov,USC00273626
391C,Dec,USC00273626
311Q,Jan,USC00273658
346Q,Feb,USC00273658
422Q,Mar,USC00273658
547Q,Apr,USC00273658
661Q,May,USC00273658
756Q,Jun,USC00273658
820Q,Jul,USC00273658
826Q,Aug,USC00273658
704Q,Sep,USC00273658
586Q,Oct,USC00273658
479Q,Nov,USC00273658
365Q,Dec,USC00273658
282S,Jan,USC00273850
333S,Feb,USC00273850
425S,Mar,USC00273850
569S,Apr,USC00273850
692S,May,USC00273850
775S,Jun,USC00273850
818S,Jul,USC00273850
800S,Aug,USC00273850
715S,Sep,USC00273850
581S,Oct,USC00273850
454S,Nov,USC00273850
330S,Dec,USC00273850
331R,Jan,USC00274234
368R,Feb,USC00274234
451R,Mar,USC00274234
577R,Apr,USC00274234
687R,May,USC00274234
774R,Jun,USC00274234
827R,Jul,USC00274234
813R,Aug,USC00274234
732R,Sep,USC00274234
614R,Oct,USC00274234
496R,Nov,USC00274234
382R,Dec,USC00274234
308S,Jan,USC00274399
353S,Feb,USC00274399
440S,Mar,USC00274399
578S,Apr,USC00274399
697S,May,USC00274399
779S,Jun,USC00274399
825S,Jul,USC00274399
809S,Aug,USC00274399
732S,Sep,USC00274399
607S,Oct,USC00274399
478S,Nov,USC00274399
358S,Dec,USC00274399
295S,Jan,USC00274480
339S,Feb,USC00274480
426S,Mar,USC00274480
557S,Apr,USC00274480
676S,May,USC00274480
764S,Jun,USC00274480
816S,Jul,USC00274480
805S,Aug,USC00274480
723S,Sep,USC00274480
597S,Oct,USC00274480
470S,Nov,USC00274480
351S,Dec,USC00274480
250C,Jan,USC00274556
293C,Feb,USC00274556
388C,Mar,USC00274556
531C,Apr,USC00274556
663C,May,USC00274556
749S,Jun,USC00274556
789C,Jul,USC00274556
772C,Aug,USC00274556
692C,Sep,USC00274556
560C,Oct,USC00274556
426C,Nov,USC00274556
301C,Dec,USC00274556
308Q,Jan,USC00275013
341Q,Feb,USC00275013
412Q,Mar,USC00275013
541Q,Apr,USC00275013
660Q,May,USC00275013
750Q,Jun,USC00275013
792Q,Jul,USC00275013
782Q,Aug,USC00275013
699Q,Sep,USC00275013
584Q,Oct,USC00275013
467Q,Nov,USC00275013
355Q,Dec,USC00275013
325R,Jan,USC00275211
366R,Feb,USC00275211
447R,Mar,USC00275211
574R,Apr,USC00275211
685R,May,USC00275211
772R,Jun,USC00275211
821R,Jul,USC00275211
805R,Aug,USC00275211
731R,Sep,USC00275211
613R,Oct,USC00275211
499R,Nov,USC00275211
382R,Dec,USC00275211
325R,Jan,USC00275412
360R,Feb,USC00275412
444R,Mar,USC00275412
579R,Apr,USC00275412
682R,May,USC00275412
771R,Jun,USC00275412
822R,Jul,USC00275412
800R,Aug,USC00275412
713R,Sep,USC00275412
594R,Oct,USC00275412
483R,Nov,USC00275412
368R,Dec,USC00275412
262R,Jan,USC00275500
313R,Feb,USC00275500
404R,Mar,USC00275500
546R,Apr,USC00275500
673R,May,USC00275500
765R,Jun,USC00275500
809R,Jul,USC00275500
792R,Aug,USC00275500
709R,Sep,USC00275500
575R,Oct,USC00275500
443R,Nov,USC00275500
324R,Dec,USC00275500
284C,Jan,USC00275629
320S,Feb,USC00275629
403S,Mar,USC00275629
537S,Apr,USC00275629
663S,May,USC00275629
744S,Jun,USC00275629
784S,Jul,USC00275629
767S,Aug,USC00275629
687S,Sep,USC00275629
567S,Oct,USC00275629
447C,Nov,USC00275629
330C,Dec,USC00275629
333R,Jan,USC00275702
365R,Feb,USC00275702
456R,Mar,USC00275702
576R,Apr,USC00275702
688R,May,USC00275702
767R,Jun,USC00275702
818R,Jul,USC00275702
807R,Aug,USC00275702
733R,Sep,USC00275702
616R,Oct,USC00275702
499R,Nov,USC00275702
387R,Dec,USC00275702
332S,Jan,USC00275712
372S,Feb,USC00275712
452S,Mar,USC00275712
579S,Apr,USC00275712
689S,May,USC00275712
773S,Jun,USC00275712
824S,Jul,USC00275712
811S,Aug,USC00275712
733C,Sep,USC00275712
615C,Oct,USC00275712
501S,Nov,USC00275712
385C,Dec,USC00275712
292Q,Jan,USC00275780
331Q,Feb,USC00275780
410Q,Mar,USC00275780
542Q,Apr,USC00275780
671Q,May,USC00275780
751Q,Jun,USC00275780
803Q,Jul,USC00275780
788Q,Aug,USC00275780
708Q,Sep,USC00275780
579Q,Oct,USC00275780
466Q,Nov,USC00275780
353Q,Dec,USC00275780
287R,Jan,USC00275868
327R,Feb,USC00275868
409R,Mar,USC00275868
538R,Apr,USC00275868
660R,May,USC00275868
747R,Jun,USC00275868
792R,Jul,USC00275868
782R,Aug,USC00275868
697R,Sep,USC00275868
576R,Oct,USC00275868
455R,Nov,USC00275868
339R,Dec,USC00275868
278C,Jan,USC00275995
323C,Feb,USC00275995
404C,Mar,USC00275995
536C,Apr,USC00275995
660C,May,USC00275995
747C,Jun,USC00275995
797C,Jul,USC00275995
782S,Aug,USC00275995
698S,Sep,USC00275995
571C,Oct,USC00275995
445C,Nov,USC00275995
332C,Dec,USC00275995
243R,Jan,USC00276234
285R,Feb,USC00276234
376R,Mar,USC00276234
525R,Apr,USC00276234
660R,May,USC00276234
747R,Jun,USC00276234
786R,Jul,USC00276234
769R,Aug,USC00276234
690R,Sep,USC00276234
558R,Oct,USC00276234
419R,Nov,USC00276234
297R,Dec,USC00276234
253S,Jan,USC00276818
284S,Feb,USC00276818
360S,Mar,USC00276818
485S,Apr,USC00276818
614S,May,USC00276818
695S,Jun,USC00276818
742S,Jul,USC00276818
730S,Aug,USC00276818
655S,Sep,USC00276818
537S,Oct,USC00276818
417S,Nov,USC00276818
305S,Dec,USC00276818
279S,Jan,USC00276945
328S,Feb,USC00276945
410S,Mar,USC00276945
546S,Apr,USC00276945
667S,May,USC00276945
749S,Jun,USC00276945
796R,Jul,USC00276945
785R,Aug,USC00276945
701R,Sep,USC00276945
577R,Oct,USC00276945
450R,Nov,USC00276945
333R,Dec,USC00276945
301R,Jan,USC00277833
339R,Feb,USC00277833
422R,Mar,USC00277833
549R,Apr,USC00277833
664R,May,USC00277833
753R,Jun,USC00277833
801R,Jul,USC00277833
783R,Aug,USC00277833
711R,Sep,USC00277833
583R,Oct,USC00277833
469R,Nov,USC00277833
355R,Dec,USC00277833
299Q,Jan,USC00278539
343Q,Feb,USC00278539
421Q,Mar,USC00278539
556Q,Apr,USC00278539
678Q,May,USC00278539
758Q,Jun,USC00278539
801Q,Jul,USC00278539
787Q,Aug,USC00278539
715Q,Sep,USC00278539
593Q,Oct,USC00278539
473Q,Nov,USC00278539
354Q,Dec,USC00278539
285R,Jan,USC00278612
326R,Feb,USC00278612
410R,Mar,USC00278612
538R,Apr,USC00278612
662R,May,USC00278612
745R,Jun,USC00278612
795R,Jul,USC00278612
781R,Aug,USC00278612
689R,Sep,USC00278612
564R,Oct,USC00278612
448R,Nov,USC00278612
336R,Dec,USC00278612
300R,Jan,USC00278614
338R,Feb,USC00278614
416R,Mar,USC00278614
543R,Apr,USC00278614
665R,May,USC00278614
748R,Jun,USC00278614
793R,Jul,USC00278614
778R,Aug,USC00278614
700R,Sep,USC00278614
574R,Oct,USC00278614
463R,Nov,USC00278614
346R,Dec,USC00278614
292Q,Jan,USC00278858
332Q,Feb,USC00278858
417Q,Mar,USC00278858
560Q,Apr,USC00278858
676Q,May,USC00278858
760Q,Jun,USC00278858
802Q,Jul,USC00278858
786Q,Aug,USC00278858
706Q,Sep,USC00278858
583Q,Oct,USC00278858
462Q,Nov,USC00278858
342Q,Dec,USC00278858
304R,Jan,USC00278972
337R,Feb,USC00278972
420R,Mar,USC00278972
549R,Apr,USC00278972
661R,May,USC00278972
741R,Jun,USC00278972
791R,Jul,USC00278972
774R,Aug,USC00278972
699R,Sep,USC00278972
579R,Oct,USC00278972
467R,Nov,USC00278972
352R,Dec,USC00278972
333Q,Jan,USC00279278
377Q,Feb,USC00279278
451Q,Mar,USC00279278
575Q,Apr,USC00279278
674Q,May,USC00279278
767Q,Jun,USC00279278
816Q,Jul,USC00279278
800Q,Aug,USC00279278
726Q,Sep,USC00279278
608Q,Oct,USC00279278
493Q,Nov,USC00279278
383Q,Dec,USC00279278
252R,Jan,USC00279966
287R,Feb,USC00279966
371R,Mar,USC00279966
499R,Apr,USC00279966
626R,May,USC00279966
716R,Jun,USC00279966
758R,Jul,USC00279966
744R,Aug,USC00279966
667R,Sep,USC00279966
539R,Oct,USC00279966
414R,Nov,USC00279966
297R,Dec,USC00279966
419R,Jan,USC00280690
450R,Feb,USC00280690
531R,Mar,USC00280690
638R,Apr,USC00280690
725R,May,USC00280690
804R,Jun,USC00280690
844R,Jul,USC00280690
822R,Aug,USC00280690
770R,Sep,USC00280690
660R,Oct,USC00280690
566R,Nov,USC00280690
458R,Dec,USC00280690
372S,Jan,USC00280734
408S,Feb,USC00280734
494S,Mar,USC00280734
614S,Apr,USC00280734
717S,May,USC00280734
801S,Jun,USC00280734
846S,Jul,USC00280734
831S,Aug,USC00280734
763S,Sep,USC00280734
651S,Oct,USC00280734
536S,Nov,USC00280734
416S,Dec,USC00280734
369R,Jan,USC00280907
404R,Feb,USC00280907
488R,Mar,USC00280907
613R,Apr,USC00280907
718R,May,USC00280907
803R,Jun,USC00280907
846R,Jul,USC00280907
832R,Aug,USC00280907
760R,Sep,USC00280907
645R,Oct,USC00280907
533R,Nov,USC00280907
420R,Dec,USC00280907
411R,Jan,USC00280990
427R,Feb,USC00280990
491R,Mar,USC00280990
575R,Apr,USC00280990
677R,May,USC00280990
769R,Jun,USC00280990
834R,Jul,USC00280990
824R,Aug,USC00280990
761R,Sep,USC00280990
659R,Oct,USC00280990
556R,Nov,USC00280990
454R,Dec,USC00280990
391C,Jan,USC00281335
423C,Feb,USC00281335
506C,Mar,USC00281335
624C,Apr,USC00281335
727C,May,USC00281335
817C,Jun,USC00281335
863C,Jul,USC00281335
849S,Aug,USC00281335
778C,Sep,USC00281335
662C,Oct,USC00281335
551S,Nov,USC00281335
439S,Dec,USC00281335
423C,Jan,USC00281351
443C,Feb,USC00281351
514C,Mar,USC00281351
608C,Apr,USC00281351
704C,May,USC00281351
794C,Jun,USC00281351
845C,Jul,USC00281351
834C,Aug,USC00281351
778C,Sep,USC00281351
671C,Oct,USC00281351
568C,Nov,USC00281351
468C,Dec,USC00281351
365S,Jan,USC00281582
396S,Feb,USC00281582
481S,Mar,USC00281582
600S,Apr,USC00281582
704S,May,USC00281582
787S,Jun,USC00281582
833S,Jul,USC00281582
818S,Aug,USC00281582
749S,Sep,USC00281582
637S,Oct,USC00281582
526S,Nov,USC00281582
411S,Dec,USC00281582
376Q,Jan,USC00281592
421Q,Feb,USC00281592
504Q,Mar,USC00281592
622Q,Apr,USC00281592
725Q,May,USC00281592
802Q,Jun,USC00281592
852Q,Jul,USC00281592
840Q,Aug,USC00281592
767Q,Sep,USC00281592
651Q,Oct,USC00281592
537Q,Nov,USC00281592
422Q,Dec,USC00281592
401S,Jan,USC00282023
438S,Feb,USC00282023
520S,Mar,USC00282023
634S,Apr,USC00282023
729S,May,USC00282023
817S,Jun,USC00282023
861S,Jul,USC00282023
845S,Aug,USC00282023
772S,Sep,USC00282023
661S,Oct,USC00282023
558S,Nov,USC00282023
442S,Dec,USC00282023
372S,Jan,USC00282768
411R,Feb,USC00282768
494S,Mar,USC00282768
614S,Apr,USC00282768
714S,May,USC00282768
799R,Jun,USC00282768
846R,Jul,USC00282768
831R,Aug,USC00282768
759R,Sep,USC00282768
643R,Oct,USC00282768
536S,Nov,USC00282768
422R,Dec,USC00282768
428R,Jan,USC00282805
464R,Feb,USC00282805
542R,Mar,USC00282805
646R,Apr,USC00282805
738R,May,USC00282805
820R,Jun,USC00282805
868R,Jul,USC00282805
854R,Aug,USC00282805
786R,Sep,USC00282805
675R,Oct,USC00282805
582R,Nov,USC00282805
474R,Dec,USC00282805
372S,Jan,USC00283029
408S,Feb,USC00283029
500S,Mar,USC00283029
621S,Apr,USC00283029
722S,May,USC00283029
805S,Jun,USC00283029
852S,Jul,USC00283029
834S,Aug,USC00283029
764S,Sep,USC00283029
647C,Oct,USC00283029
536S,Nov,USC00283029
418S,Dec,USC00283029
400R,Jan,USC00283181
432R,Feb,USC00283181
510R,Mar,USC00283181
621R,Apr,USC00283181
715R,May,USC00283181
806R,Jun,USC00283181
853R,Jul,USC00283181
838R,Aug,USC00283181
767R,Sep,USC00283181
659R,Oct,USC00283181
561R,Nov,USC00283181
448R,Dec,USC00283181
404R,Jan,USC00283291
433R,Feb,USC00283291
514R,Mar,USC00283291
626R,Apr,USC00283291
725R,May,USC00283291
815R,Jun,USC00283291
859R,Jul,USC00283291
842R,Aug,USC00283291
773R,Sep,USC00283291
657R,Oct,USC00283291
553R,Nov,USC00283291
446R,Dec,USC00283291
411R,Jan,USC00283662
440R,Feb,USC00283662
520R,Mar,USC00283662
632R,Apr,USC00283662
724R,May,USC00283662
822R,Jun,USC00283662
868R,Jul,USC00283662
849R,Aug,USC00283662
781R,Sep,USC00283662
667R,Oct,USC00283662
563R,Nov,USC00283662
455R,Dec,USC00283662
393Q,Jan,USC00283704
427Q,Feb,USC00283704
511Q,Mar,USC00283704
624Q,Apr,USC00283704
727Q,May,USC00283704
819Q,Jun,USC00283704
864Q,Jul,USC00283704
848Q,Aug,USC00283704
773Q,Sep,USC00283704
659Q,Oct,USC00283704
552Q,Nov,USC00283704
438Q,Dec,USC00283704
312R,Jan,USC00283935
346R,Feb,USC00283935
435R,Mar,USC00283935
560R,Apr,USC00283935
668R,May,USC00283935
743R,Jun,USC00283935
790R,Jul,USC00283935
774R,Aug,USC00283935
699R,Sep,USC00283935
587R,Oct,USC00283935
473R,Nov,USC00283935
357R,Dec,USC00283935
394C,Jan,USC00283951
425C,Feb,USC00283951
507C,Mar,USC00283951
620C,Apr,USC00283951
723C,May,USC00283951
812C,Jun,USC00283951
857C,Jul,USC00283951
840C,Aug,USC00283951
772C,Sep,USC00283951
658C,Oct,USC00283951
554C,Nov,USC00283951
442C,Dec,USC00283951
409S,Jan,USC00284229
445S,Feb,USC00284229
529S,Mar,USC00284229
644S,Apr,USC00284229
741C,May,USC00284229
823C,Jun,USC00284229
865C,Jul,USC00284229
847C,Aug,USC00284229
779C,Sep,USC00284229
671C,Oct,USC00284229
565C,Nov,USC00284229
451S,Dec,USC00284229
404R,Jan,USC00284635
431R,Feb,USC00284635
524R,Mar,USC00284635
635R,Apr,USC00284635
739R,May,USC00284635
831R,Jun,USC00284635
873R,Jul,USC00284635
857R,Aug,USC00284635
785R,Sep,USC00284635
673R,Oct,USC00284635
558R,Nov,USC00284635
446R,Dec,USC00284635
377R,Jan,USC00284887
410R,Feb,USC00284887
499R,Mar,USC00284887
617R,Apr,USC00284887
716R,May,USC00284887
810R,Jun,USC00284887
854R,Jul,USC00284887
835R,Aug,USC00284887
758R,Sep,USC00284887
644R,Oct,USC00284887
539R,Nov,USC00284887
425R,Dec,USC00284887
412R,Jan,USC00284987
432R,Feb,USC00284987
495R,Mar,USC00284987
587R,Apr,USC00284987
681R,May,USC00284987
778R,Jun,USC00284987
827R,Jul,USC00284987
813R,Aug,USC00284987
757R,Sep,USC00284987
656R,Oct,USC00284987
561R,Nov,USC00284987
463R,Dec,USC00284987
348R,Jan,USC00285003
384R,Feb,USC00285003
462R,Mar,USC00285003
584R,Apr,USC00285003
678R,May,USC00285003
757R,Jun,USC00285003
793R,Jul,USC00285003
771R,Aug,USC00285003
708R,Sep,USC00285003
602R,Oct,USC00285003
510R,Nov,USC00285003
395R,Dec,USC00285003
428S,Jan,USC00285728
468S,Feb,USC00285728
560S,Mar,USC00285728
671S,Apr,USC00285728
767S,May,USC00285728
853S,Jun,USC00285728
891S,Jul,USC00285728
870S,Aug,USC00285728
801S,Sep,USC00285728
690S,Oct,USC00285728
576S,Nov,USC00285728
